inventory number,description,"serial, number",date acquired,vendor,cost,value
34,Wooden Mop Handle,E4QECD6049AIQ5CT,8/8/2018,Muller-Langworth,$9.94,$13.34
60,"Soup - Campbells, Lentil",HCA840YJ3BB7Z9S5,8/9/2018,"Schultz, Reinger and Beer",$8.45,$18.43
45,Chef Hat 25cm,9S9BXJC0OD8EQLH4,8/8/2018,Abshire Inc,$7.22,$12.76
8,Garlic - Peeled,38T1Q4O90NPJQ688,8/8/2018,"Kerluke, Bruen and Kshlerin",$8.96,$14.58
25,Water - Tonic,L8CFNV5QPO09A360,8/7/2018,"Blanda, Schultz and Flatley",$5.33,$18.85
90,"Turkey - Breast, Double",70157G43V8I0DS93,8/9/2018,Hudson and Sons,$2.81,$11.73
15,Ice Cream - Life Savers,KC8038MEJOB7MY5R,8/7/2018,Pfeffer and Sons,$5.15,$14.21
58,Potatoes - Pei 10 Oz,LM82KQ16510Q877K,8/8/2018,Schimmel-Bruen,$3.60,$19.71
7,"Sauce - Apple, Unsweetened",W72DYW71S3083HB4,8/9/2018,Grant Group,$0.25,$18.55
38,Squeeze Bottle,O6N26JI2Z8I8G429,8/7/2018,Dickens and Sons,$2.98,$17.69
48,Foil - Round Foil,7A3GQWKL51D9F45D,8/8/2018,"Rempel, Hackett and Hartmann",$5.91,$16.84
73,"Beef - Bones, Marrow",SK97GEYI8R69567D,8/7/2018,"Dietrich, Larson and DuBuque",$3.50,$22.46
86,Extract - Rum,K0122NCZQ49Y7MO7,8/8/2018,O'Conner-Langworth,$0.54,$22.55
33,Ham - Cooked,0X49M56P1U71YQY0,8/7/2018,Ernser Inc,$7.35,$10.68
66,Beer - Upper Canada Light,9AA098794C27F667,8/9/2018,"Altenwerth, Nienow and Mitchell",$0.80,$15.89
6,Ecolab Crystal Fusion,6P2I1IJ4X5J4G394,8/9/2018,Carroll-Casper,$1.91,$12.60
71,"Basil - Primerba, Paste",CS7R8WLZ619WUY37,8/7/2018,"Bernier, Kshlerin and King",$9.84,$11.80
79,Lettuce - Frisee,WW1671U9A2XSW5G3,8/7/2018,Bayer Inc,$6.90,$19.98
20,"Coke - Classic, 355 Ml",8GGFYZMUD43PBL4G,8/7/2018,"Johns, Doyle and Tillman",$7.78,$17.23
74,Juice - Cranberry 284ml,R42PG64396Y22LNF,8/8/2018,Schimmel-Lind,$5.22,$21.58
41,Beer - Creemore,UK1GIC2333OM0S01,8/8/2018,Rogahn Group,$8.24,$19.11
18,Savory,7Y79QGQIW6KWLCW1,8/9/2018,Schaefer LLC,$5.45,$10.61
98,Mousse - Passion Fruit,E5127Z7B8Y0DDAX1,8/8/2018,Schumm and Sons,$1.05,$19.04
85,Soup - French Onion,H8J63JIZ1S303WV0,8/7/2018,"Erdman, Dibbert and Kiehn",$8.80,$16.72
84,Pie Filling - Apple,U7VZ3VQRZ2Z7VDCI,8/8/2018,"Tromp, Heller and Altenwerth",$7.96,$12.99
100,Ham - Cooked Bayonne Tinned,FBFU69BW457C04TL,8/7/2018,Paucek-Terry,$8.01,$12.80
40,Sea Urchin,3H285T2969986LA5,8/9/2018,"Brown, Roberts and Collier",$5.06,$19.38
93,Water - Evian 355 Ml,831526ES3M70A61N,8/8/2018,"Schinner, Price and Welch",$0.98,$11.16
100,Pastry - Butterscotch Baked,LQ0794J7LCRX14RI,8/7/2018,Heaney and Sons,$0.16,$23.32
1,Wine - Winzer Krems Gruner,F5HSUIU5FCR8WL9F,8/8/2018,Abshire Group,$7.96,$24.60
68,Bread - Hot Dog Buns,317MNT7E91MZH600,8/9/2018,"Hayes, Batz and Schumm",$1.30,$19.89
32,"Vodka - Lemon, Absolut",P2LXS6K1H78878OQ,8/7/2018,"Marvin, Berge and Adams",$5.97,$11.13
73,"Lamb - Shoulder, Boneless",303WM6ZW4Y372Q4A,8/7/2018,O'Conner-Satterfield,$2.82,$24.71
78,"Bread - White, Sliced",AMGK958I50F1V0M4,8/9/2018,Auer Group,$7.69,$16.59
23,Straw - Regular,Q7ZYMY8751919T87,8/9/2018,Jenkins-Kuhn,$0.74,$12.20
25,Cheese Cloth No 100,25F8OWG2TY43OZ7V,8/7/2018,"Bauch, Stokes and Hegmann",$6.84,$18.34
99,Oil - Cooking Spray,GF9C66A3C75DK34D,8/7/2018,Ondricka and Sons,$2.62,$10.12
18,Bread - Malt,2KR4QYH1HEOCK797,8/9/2018,Kassulke LLC,$7.96,$13.84
36,"Soup - Beef Conomme, Dry",UG859J5G15J8V79S,8/7/2018,"Roob, Rodriguez and Upton",$0.57,$20.02
61,Beer - Mill St Organic,2F15NU7ZW3H6UN20,8/9/2018,"Homenick, Kuhn and Turcotte",$5.80,$20.04
8,Gloves - Goldtouch Disposable,T07CI9PXE83IA1S8,8/9/2018,Brekke and Sons,$6.43,$16.14
41,Orange - Blood,U717G4PM18OY793K,8/9/2018,Rosenbaum Group,$4.24,$13.13
14,Scallops - In Shell,6Q5H6BX0A8C480F2,8/7/2018,Tromp-Aufderhar,$2.83,$21.36
61,Pasta - Agnolotti - Butternut,NHQ6QY53609SAVV0,8/8/2018,VonRueden-Murphy,$8.93,$19.11
32,Shiro Miso,79UP212ULPXJ9V1Y,8/9/2018,"Mann, Mraz and O'Keefe",$8.83,$16.31
38,Bread - Raisin Walnut Pull,675E7Y31DXCLW4O1,8/8/2018,"Heller, Lindgren and Emard",$9.73,$23.56
98,Cheese - Gouda Smoked,73KU0E1LG32UIL2G,8/9/2018,Abernathy-McCullough,$6.31,$22.69
99,Chickensplit Half,2795BKKDGZ6Y9L9Z,8/7/2018,Gleason LLC,$7.37,$17.44
36,Tuna - Sushi Grade,RMHVJ0029A0ED645,8/8/2018,Marvin-Grant,$8.19,$19.44
35,The Pop Shoppe - Grape,P1T1U59C53G3T60Y,8/7/2018,Boyer Inc,$3.73,$16.36
51,Wine - Pinot Noir Mondavi Coastal,1X5Z9V6YJSH8CEZ5,8/9/2018,"McLaughlin, Fadel and Labadie",$6.85,$23.46
60,Chinese Foods - Cantonese,8Q172S46SG1V107U,8/7/2018,Hyatt Group,$5.59,$18.29
94,White Fish - Filets,ZPNR1NBBJ5D5TQ9G,8/7/2018,DuBuque and Sons,$4.82,$17.24
36,Napkin Colour,9P5X1CBLATIRAI4G,8/9/2018,Murray Inc,$7.14,$11.43
47,Beans - Yellow,RXWL0416T5MZ07R0,8/7/2018,"Jakubowski, Ondricka and Schultz",$1.72,$23.01
52,Beef - Striploin Aa,1HI771562NXZ48MG,8/8/2018,Wehner and Sons,$9.31,$19.31
6,"Nut - Cashews, Whole, Raw",H48P932W093QMS7W,8/9/2018,Schowalter-Rau,$2.35,$20.43
26,"Beef - Baby, Liver",970QVHJ21E2R705S,8/9/2018,Swift-Kerluke,$3.73,$19.08
2,"Basil - Primerba, Paste",8T155Q77V8G0PIQ3,8/7/2018,"Murray, Kohler and Casper",$9.95,$11.39
27,Sauce - Salsa,67F340R510KO3OQE,8/8/2018,Lowe and Sons,$5.95,$11.64
70,Ham Black Forest,6Q22853K6HU04X19,8/7/2018,Fisher and Sons,$4.63,$22.10
32,Initation Crab Meat,O0U6T40FPW054926,8/9/2018,Stoltenberg Group,$7.97,$13.71
70,"Chicken - Wings, Tip Off",RAFT04Q5BE5UHZGW,8/7/2018,"Keebler, Pollich and Wiza",$5.73,$17.47
4,Mousse - Passion Fruit,5KDRF689332W12ZN,8/7/2018,Jast and Sons,$6.78,$18.22
78,Chocolate - Chips Compound,275YE9Q482J6327J,8/7/2018,Casper-Kohler,$1.88,$23.26
32,Green Tea Refresher,36VG136KJ7C71295,8/7/2018,Durgan-McLaughlin,$3.14,$20.04
82,Peas - Frozen,09RJI75517TLBENR,8/9/2018,Gutkowski-Lynch,$1.75,$11.13
55,Pie Shell - 9,J8595MA12919T307,8/8/2018,Jenkins-Blick,$8.11,$17.12
13,"Lemonade - Natural, 591 Ml",2310PGYM3552Q847,8/8/2018,Miller-Gutkowski,$1.38,$11.48
95,Wine - Tribal Sauvignon,DKJG013ESH48P069,8/8/2018,"Ritchie, Schulist and Yost",$9.11,$14.16
68,"Nestea - Ice Tea, Diet",Q5KQVP255OGW1A6O,8/8/2018,"Hahn, Vandervort and Mitchell",$7.87,$11.73
40,Mushroom - Chanterelle Frozen,3ED6A43UE0X1V9GQ,8/7/2018,"Bernhard, Moore and Feeney",$6.10,$14.40
45,Lamb - Shoulder,5IM69QLVU1JDI1X1,8/9/2018,Krajcik-Turcotte,$9.46,$12.17
85,Tea - Herbal - 6 Asst,H0AOAF1Z1RN7NH25,8/8/2018,Farrell Inc,$7.11,$22.67
29,Tea - Apple Green Tea,4NP2I3RI1WY2LZX5,8/9/2018,Rippin LLC,$4.95,$22.00
26,"Marsala - Sperone, Fine, D.o.c.",T0P77T2R0LWV6Z59,8/9/2018,Pollich Group,$4.91,$16.83
98,"Vermacelli - Sprinkles, Assorted",96JHNY9I6S24IL23,8/7/2018,"Reichert, Strosin and Moore",$5.09,$12.57
57,"Wine - Cahors Ac 2000, Clos",L5R1P6WHRO3W56M2,8/9/2018,Smitham-Dickinson,$2.15,$18.37
50,Nantucket - Kiwi Berry Cktl.,2K1249U77Q9HAE3G,8/7/2018,Emard Group,$7.46,$14.28
51,Container - Hngd Cll Blk 7x7x3,BSTECO9OKQVLD567,8/9/2018,Zieme-Langworth,$2.51,$17.72
43,"Doilies - 10, Paper",42LWMNVR2IIT6K3M,8/7/2018,Prosacco Inc,$5.09,$14.30
14,Cup - 8oz Coffee Perforated,8OG90269L14L5ZVA,8/8/2018,"Stark, Johnston and Sawayn",$0.09,$22.43
53,"Tart Shells - Sweet, 2",A7MWU8300801V9SL,8/7/2018,"Metz, Rosenbaum and Terry",$2.13,$19.18
9,Appetizer - Southwestern,A977D96147740R2L,8/8/2018,Berge Group,$6.92,$19.67
16,Truffle Cups - Brown,M5Y54M9JF2EB8746,8/9/2018,Cronin LLC,$5.48,$23.80
7,English Muffin,49QXTX6J92QXA6TO,8/7/2018,Abshire-Schaden,$9.90,$20.58
100,Orange Roughy 4/6 Oz,5P204RI8HWDW1DW0,8/7/2018,"Nikolaus, Larson and Ernser",$2.00,$10.44
61,"Water, Tap",58E003M0NDN9301V,8/9/2018,Corwin-Steuber,$8.01,$16.98
30,"Placemat - Scallop, White",3X7XR602PKOH3XUW,8/8/2018,Vandervort-Green,$9.28,$24.78
86,"Asparagus - Green, Fresh",X2WNO8R670O43G10,8/8/2018,Okuneva LLC,$8.09,$18.40
34,Compound - Passion Fruit,7QBXDA81GPM1007W,8/9/2018,Schumm-Turcotte,$1.18,$16.93
37,"Crab - Dungeness, Whole",F226CEWAN1DH29NP,8/8/2018,"Farrell, Cronin and Gislason",$9.33,$10.86
20,Cinnamon - Stick,KOHNJV349M337V6Z,8/8/2018,Maggio Group,$8.55,$11.91
75,Danishes - Mini Cheese,E160EOV54Z6U1AL6,8/8/2018,Weber-Kautzer,$9.12,$22.20
30,Olives - Stuffed,F4F924C722Y7MEH9,8/8/2018,Schamberger LLC,$0.79,$15.86
25,Compound - Orange,2J8H8OVLIT756RN6,8/7/2018,"Strosin, Muller and Hauck",$6.08,$16.68
90,Chef Hat 25cm,OP0M4REFH92P99WC,8/9/2018,"Ledner, Block and Huel",$7.22,$20.78
57,Table Cloth 54x72 White,76BD5K30861L35CH,8/7/2018,Moen LLC,$4.12,$13.90
93,Crab Meat Claw Pasteurise,3RR7UJ37Z243ST1O,8/8/2018,Heller-Kulas,$3.75,$21.91
78,Bread Sour Rolls,2UZDLKFYPV88HJW3,8/7/2018,Littel Group,$3.29,$15.25
69,Coriander - Ground,2RQXAC9H3HEJ8F2N,8/7/2018,Okuneva LLC,$4.67,$18.46
21,Longos - Chicken Wings,CO342X1F3506GX3N,8/9/2018,"Parker, Crona and O'Hara",$6.70,$24.37
45,Cookie Dough - Chunky,Y56OYRVZ580GZ6P2,8/9/2018,Grimes Group,$2.32,$14.01
78,Bar Nature Valley,ZO17JUM8U2F8YHBB,8/9/2018,Schmitt-Lindgren,$9.00,$22.53
95,"Wine - Red, Mouton Cadet",X87ZA6OC2F58440G,8/9/2018,Langworth-Jacobson,$1.63,$18.66
97,"Cherries - Maraschino,jar",D3CK079P7G3661Q0,8/7/2018,Schuppe-Grant,$7.42,$11.73
40,Blackberries,A1DVF5438WH5C449,8/7/2018,Hermiston-Ondricka,$6.89,$11.30
12,Onions - Red Pearl,B1J27S89EN28J76I,8/7/2018,"Hartmann, Lesch and Jones",$2.26,$16.39
30,Cheese - Cream Cheese,4ZR12GJ08EY5636G,8/9/2018,Kreiger-Conn,$9.41,$15.29
23,Wine - Magnotta - Belpaese,57QPG897N04MI73X,8/9/2018,Terry and Sons,$5.79,$11.70
35,Extract - Raspberry,D61051Z11BHHA11O,8/8/2018,"Dietrich, Windler and Borer",$3.26,$24.92
81,Canada Dry,JVJGQFQPNE38Q128,8/9/2018,Lowe LLC,$7.47,$10.51
32,Juice - Prune,62F42941094G826C,8/7/2018,"Thompson, Berge and Bernhard",$0.20,$21.37
77,"Sugar - Sweet N Low, Individual",LZ3RP017Y6UZ73OI,8/8/2018,Quigley Group,$5.08,$15.22
1,Chocolate Bar - Smarties,LTAB95J93OZF12KK,8/8/2018,Vandervort and Sons,$5.97,$15.47
88,Salami - Genova,7R1CW6W0P00J95E5,8/7/2018,Lakin and Sons,$5.35,$19.22
97,Wine - Piper Heidsieck Brut,LJQMK0T48OJRK50U,8/7/2018,"Haley, Schaden and Pfeffer",$1.39,$22.42
12,"Pasta - Penne, Rigate, Dry",AYD18V6T3OUJ6651,8/8/2018,Lemke and Sons,$8.50,$15.88
93,Beer - Camerons Auburn,2UMW807822894US9,8/8/2018,Mueller Inc,$2.39,$15.90
14,Pizza Pizza Dough,T2Y0HMO33W3UBAJ5,8/9/2018,Fritsch-Krajcik,$7.95,$21.82
15,Soup - Campbells Chicken,5D79BDYU1CWX474A,8/9/2018,Stroman-Runte,$2.64,$24.52
25,Gatorade - Fruit Punch,S7LDHZUW8EX0S4Z2,8/9/2018,"Frami, White and Kuhlman",$2.99,$11.77
89,Chicken Breast Halal,14D2465WJX65D04J,8/8/2018,Conn Inc,$5.40,$17.76
90,Yoghurt Tubes,86608APU12WE6EWT,8/9/2018,"Mraz, Kirlin and Shanahan",$5.56,$16.56
10,Jolt Cola - Red Eye,W0Y546EC5R98047B,8/7/2018,Hane-Bartell,$0.53,$20.35
56,Oregano - Fresh,ZVH370UX4M8CX9B8,8/7/2018,Smitham-Sporer,$0.37,$13.27
51,Kohlrabi,3OCZ7749N31K9ZKL,8/7/2018,Cole LLC,$6.47,$12.92
43,Pear - Packum,RCW91JP3L7NQ1DQ0,8/7/2018,Sanford-Dicki,$7.19,$10.22
7,"Halibut - Whole, Fresh",924922M3F4GG2YH5,8/9/2018,Upton-Gleichner,$0.22,$10.82
26,Beef Striploin Aaa,1I3578SA1GNDQ966,8/7/2018,Harris-Kutch,$4.33,$17.98
12,"Juice - Grape, White",6SZ0Z2J7E1M759JI,8/7/2018,Schiller Inc,$2.70,$18.27
30,Wine - Vineland Estate Semi - Dry,08ONN12AY75T3YH9,8/7/2018,Abbott-Ryan,$7.32,$12.49
9,Lemonade - Pineapple Passion,84X1X6N87V32LM0T,8/9/2018,"Willms, Bechtelar and Ryan",$0.71,$18.83
74,External Supplier,D7ZF95RED227579E,8/9/2018,"Haag, Gerlach and Schroeder",$1.45,$24.23
11,"Trout - Rainbow, Fresh",5JQX5XX960IP5O18,8/7/2018,Kunde-Herzog,$8.20,$16.79
45,Water - Aquafina Vitamin,LOY6JWW7F49ZB3DK,8/8/2018,Russel Group,$7.53,$12.84
86,Beer - True North Lager,695J541826Q277TO,8/7/2018,Emard-Waelchi,$6.04,$14.52
24,Coffee Cup 12oz 5342cd,Z7258M4TM39KW4AY,8/7/2018,Bradtke-Krajcik,$0.16,$17.52
5,"Tomatoes - Vine Ripe, Red",QKB8MS6B5WB7Q7J5,8/7/2018,"Farrell, Fahey and Kessler",$7.33,$12.21
25,Limes,7CDGSAK6E628IK1G,8/8/2018,"Hirthe, Herman and Schaden",$9.83,$13.28
51,Wine - Ruffino Chianti,TFA6Q3X2KV547296,8/9/2018,Kirlin-Powlowski,$6.70,$11.74
24,"Flour - Corn, Fine",W7W112989J263Y4L,8/9/2018,Kuvalis LLC,$0.96,$19.22
94,The Pop Shoppe - Cream Soda,GX403XV66HL3E3AE,8/8/2018,"Jacobs, Stark and Beatty",$5.94,$13.00
74,Canada Dry,XOCOP63R57OJZK7U,8/9/2018,Robel and Sons,$9.59,$11.55
63,Food Colouring - Orange,3K4VI99IZ72VOO69,8/7/2018,Kunde Inc,$6.95,$12.36
78,"Cheese - Cheddar, Old White",0ART50AUZ2TQ13J6,8/7/2018,Hauck Inc,$7.93,$21.53
96,Juice - Happy Planet,9820317J87HT3037,8/7/2018,Krajcik-Kunze,$9.60,$11.39
45,Oil - Canola,57RY6K36536VX0XT,8/7/2018,"O'Hara, Doyle and Kling",$2.96,$21.18
44,"Cheese - Manchego, Spanish",IZ27H218AYBQ1463,8/7/2018,"Klein, Greenholt and Rippin",$7.72,$12.69
74,Chips - Assorted,P3P2Q74C967029F1,8/9/2018,Borer-Rosenbaum,$0.69,$22.62
92,V8 Splash Strawberry Banana,H22LY5O265MW50DB,8/8/2018,"Will, Schowalter and Lesch",$4.35,$17.48
75,Mushroom - King Eryingii,7Y1JQZM856E5U7Q0,8/8/2018,Stamm-Hartmann,$8.47,$10.93
47,"Rum - White, Gg White",2I57B4O0ALX423ZP,8/8/2018,"Hermiston, Swift and Parker",$2.65,$14.15
10,Bread - Flat Bread,X39T06VQWPEBI96T,8/8/2018,Bayer LLC,$3.95,$20.17
10,Fudge - Cream Fudge,WJXIR5T6M8F4C4MY,8/7/2018,"Fadel, Jaskolski and Hammes",$5.38,$18.89
67,"Rice Pilaf, Dry,package",PO277ND1143H3119,8/8/2018,Braun LLC,$8.47,$23.44
81,Wine - Pinot Noir Stoneleigh,04N9M23F6W4HC08L,8/7/2018,Bechtelar LLC,$2.52,$18.69
58,"Veal - Insides, Grains",T7TGA2WNND5KT124,8/9/2018,Crona LLC,$7.30,$23.62
72,"Chicken - Leg, Fresh",84594A5ELEB5LU78,8/9/2018,"Johnston, Mosciski and Borer",$2.93,$18.66
32,Mushroom - White Button,NM26V3T6Y2S6MENB,8/9/2018,Spinka and Sons,$2.39,$21.91
83,"Wine - Niagara,vqa Reisling",32HW14KJBV4A7908,8/7/2018,Rodriguez-Krajcik,$5.07,$24.21
25,Pate Pans Yellow,35485I4277QN986Z,8/8/2018,Bechtelar Group,$0.94,$17.40
34,Foil Wrap,JC6TV61IV52BD84I,8/8/2018,Grimes Inc,$8.72,$12.00
49,Water - San Pellegrino,6IDM1TJ58A5Y0394,8/8/2018,Ledner LLC,$8.75,$20.94
40,Cake - Pancake,JKG7Y1OE326H41Y9,8/9/2018,"Durgan, Boyle and Erdman",$0.38,$13.36
66,Sesame Seed Black,H854X821J0YCF7X8,8/8/2018,"Kreiger, Ruecker and Herzog",$8.47,$11.96
68,Bag Stand,LD5PCC3C3S5S0F63,8/7/2018,Lehner and Sons,$7.81,$16.41
98,Coffee Beans - Chocolate,17184B1A98HCPKO1,8/7/2018,Glover Inc,$1.93,$10.82
95,Beer - Maudite,7690T8J9UNZ53DZ6,8/8/2018,"Buckridge, Strosin and Bogan",$9.58,$10.69
4,"Cod - Salted, Boneless",36I18IM9VZIQ723K,8/9/2018,O'Connell-Haag,$7.10,$21.92
45,Cookies - Englishbay Oatmeal,BJYQO966569B89Y8,8/8/2018,Kunze-Harris,$2.40,$19.84
52,"Beans - Black Bean, Canned",885O4RYI28M0PH8Z,8/8/2018,"Stiedemann, Smith and Brakus",$7.46,$14.09
77,Wine - Segura Viudas Aria Brut,E3TWT0V723XTUBD8,8/9/2018,"Davis, Conn and Upton",$9.77,$18.85
79,"Juice - Apple, 341 Ml",BGZD9S11B0G5NNF6,8/8/2018,Ruecker-Swift,$5.02,$14.17
94,"Rum - Cream, Amarula",182G5L9M3M4PG5SX,8/7/2018,Mitchell Group,$9.43,$16.91
27,Jolt Cola - Electric Blue,TCBQCI1VSW64133E,8/8/2018,"Howe, Auer and Zieme",$8.82,$22.45
73,"Pasta - Canelloni, Single Serve",DS34RSNC805F415G,8/9/2018,Schuppe-Shanahan,$2.87,$20.78
81,Glycerine,8V1RA42C78LW5MHB,8/8/2018,Marvin-O'Hara,$9.49,$23.57
55,Oil - Grapeseed Oil,066551AV540BAAFL,8/9/2018,Heidenreich-Hegmann,$4.22,$20.20
53,Dried Cranberries,GJ20RWX2OQNWBRLP,8/7/2018,"Bernhard, Thompson and Terry",$9.85,$16.93
45,Syrup - Monin - Passion Fruit,UQ69928FQPO7L61O,8/9/2018,Purdy LLC,$3.22,$18.02
85,"Soup - Campbells, Spinach Crm",R522HD5XEK99R3P8,8/7/2018,Keeling-Schowalter,$4.39,$12.89
82,Samosa - Veg,GBO4R6S10LN542XB,8/9/2018,Schaden-Wintheiser,$3.38,$23.00
10,Wine - Stoneliegh Sauvignon,153KGO8CMIF0ORQ2,8/8/2018,Harvey LLC,$4.06,$22.79
72,Rice Paper,2B404BDE11WK487F,8/9/2018,"Kuvalis, Rau and Purdy",$9.36,$14.66
97,Turkey Tenderloin Frozen,X59F6A45854ER0A9,8/8/2018,Nitzsche-Pagac,$5.96,$18.82
78,Island Oasis - Cappucino Mix,FM8ZGMSY60N415J0,8/7/2018,Mohr Inc,$2.89,$21.96
25,Mousse - Banana Chocolate,2O66H6V7907L7XAP,8/9/2018,Luettgen Inc,$5.93,$17.72
79,"Pork - Sausage, Medium",O2TQ274VGZM8VCXI,8/8/2018,Cole-Thiel,$1.36,$20.83
74,Beans - Kidney White,Y1Z0UH2H2FDFQ7K4,8/8/2018,Fritsch and Sons,$1.26,$19.17
89,Pears - Bartlett,5X4X640LF8D597G8,8/8/2018,Bahringer-Smitham,$2.66,$19.10
66,"Bread - White, Sliced",PS58ET43537PPK31,8/9/2018,"Strosin, Bogisich and Prohaska",$7.61,$22.99
91,Appetizer - Cheese Bites,O6D3NU22ZM50U4H9,8/9/2018,Marvin Group,$4.34,$15.44
85,Sherbet - Raspberry,N92NAJZB84GP29S7,8/8/2018,"Reinger, Orn and Mante",$9.99,$11.37
20,Scrubbie - Scotchbrite Hand Pad,OW7LCX1L12642LG8,8/9/2018,"Russel, Gerhold and Hermiston",$1.91,$19.10
90,"Stock - Veal, White",801VY60R6491J5FH,8/8/2018,"Weber, Schowalter and Conroy",$5.42,$12.39
95,Spinach - Baby,RF64OUH2ED13F238,8/9/2018,Treutel-Lueilwitz,$7.25,$13.85
81,Cleaner - Pine Sol,FMU2SRWSONC6O49P,8/7/2018,Keebler-Steuber,$9.82,$20.79
88,Milk - Chocolate 250 Ml,4EV5HSN5K4UD5NTK,8/8/2018,Carter Group,$2.18,$18.21
93,Sprouts - Pea,8JI7WE1XYVNX5RW1,8/7/2018,Dickinson and Sons,$0.60,$16.73
87,Cream - 35%,AA4F9ABH2125TQUV,8/7/2018,"Steuber, Nolan and Rau",$3.47,$18.48
64,Shrimp - Tiger 21/25,764872D0V9562D7G,8/9/2018,"Schaden, Sanford and Hessel",$9.15,$23.52
33,"Tomatoes - Diced, Canned",AH3I581798U3T4DD,8/9/2018,Sawayn-Roob,$2.56,$20.78
69,Veal - Inside,80K7J7Y7FAK79Z17,8/7/2018,Hickle Group,$3.33,$17.53
14,Chives - Fresh,S99FXMBCMX26A3S6,8/8/2018,Purdy LLC,$9.91,$22.76
33,Bread - Multigrain Oval,H52J14U7Q7ZW2156,8/9/2018,Hahn LLC,$2.16,$12.99
64,"Schnappes - Peach, Walkers",AND3SJQ08T9AQ190,8/7/2018,Stark and Sons,$6.18,$24.58
49,Wine - Jaboulet Cotes Du Rhone,I7TS500827W77F75,8/7/2018,Wunsch-VonRueden,$5.49,$11.02
76,Mushrooms - Honey,8MT4578ZMSX5BWW0,8/7/2018,"Kunze, Lowe and Rolfson",$5.25,$21.51
82,Foam Tray S2,G2S24U9PLY2BTK7Z,8/7/2018,Walsh-Brakus,$0.52,$12.33
75,Shiratamako - Rice Flour,K441XHWAMN8IWX53,8/9/2018,Bartell Inc,$5.15,$10.74
33,"Ranchero - Primerba, Paste",7J865N6A7F5S43A1,8/8/2018,Morissette and Sons,$8.37,$24.25
71,Sugar - Crumb,ITM29240PP8Q6317,8/7/2018,Rau and Sons,$9.29,$17.38
58,Neckerchief Blck,VY30IFLRW981B9GQ,8/9/2018,"Luettgen, Connelly and Gulgowski",$6.84,$18.45
17,"Chicken - Leg, Boneless",6W6937UYH75R6U87,8/8/2018,Johnston-Crooks,$6.45,$21.91
87,Pepsi - 600ml,EXXXUAPG3QE00LSH,8/9/2018,"Tromp, Kulas and Skiles",$3.75,$13.93
94,"Split Peas - Yellow, Dry",P357W8DI4ZF0KI1M,8/7/2018,"Wehner, Collins and Huel",$7.33,$24.28
34,Fib N9 - Prague Powder,RE766399ARS8KW3R,8/8/2018,Tremblay-Wisoky,$2.18,$16.90
71,"Salmon - Atlantic, Fresh, Whole",7U8PGZKE7OQ79NM1,8/8/2018,Toy LLC,$0.05,$20.08
21,Flower - Dish Garden,U2R8H8KCPC7LH81C,8/8/2018,"Rolfson, Beahan and Turner",$6.88,$15.81
14,Coffee - Frthy Coffee Crisp,G98DH292T3EY9D20,8/8/2018,Schumm LLC,$5.39,$21.20
91,Catfish - Fillets,AXU2ONL117N7ND02,8/9/2018,Leffler-Kling,$9.98,$17.34
87,Wine - Gewurztraminer Pierre,2CQFYP8SG3690EDJ,8/9/2018,Emmerich and Sons,$6.49,$13.40
7,Octopus,9IFZH7IMRS4TPSPT,8/8/2018,"Mraz, Pacocha and Hudson",$7.86,$17.16
18,Cheese - Sheep Milk,Y517203I409V85GP,8/7/2018,Bartell-Lang,$5.97,$21.88
95,Papadam,5281T3UGB5G88BVJ,8/8/2018,Collier-Hilll,$0.75,$18.37
75,"Water - Mineral, Natural",A0OZW9619FN52N8P,8/7/2018,"Parker, Yost and Monahan",$4.44,$20.02
34,Tilapia - Fillets,PAX1CY550BTCVAS9,8/7/2018,"Yost, Brakus and Wolff",$0.40,$13.63
68,Pepper - Scotch Bonnet,C5MX6933295826KB,8/7/2018,Feeney-Weimann,$1.66,$11.77
93,Vector Energy Bar,7T50O40E6WNTI39Q,8/8/2018,Bins Group,$6.86,$15.62
52,Cake - Box Window 10x10x2.5,JM74XYLUSHL7GC3J,8/8/2018,Johnston LLC,$3.26,$16.05
66,Pepsi - 600ml,2N9131J8I4196005,8/7/2018,"Kozey, Hane and Jones",$9.81,$21.22
84,Pur Source,5CP0BYZ57K1B8Q7F,8/8/2018,McLaughlin Group,$2.93,$21.10
61,"Wine - Red, Pinot Noir, Chateau",3JRELI91542FMMVN,8/7/2018,Turcotte-Spencer,$0.91,$14.60
61,Lettuce - Iceberg,S1G8H57D0CE67WAK,8/7/2018,Rippin LLC,$1.79,$18.15
44,"Cup - 3.5oz, Foam",V0158827NI5XHBE3,8/7/2018,Lindgren and Sons,$0.93,$21.87
36,Chicken Breast Wing On,NZA5719819880CJ9,8/9/2018,Kuhlman-Greenholt,$8.96,$20.80
97,Muffin Mix - Morning Glory,MPL52N6XEHQ2D80V,8/7/2018,Schimmel and Sons,$0.42,$24.56
21,Table Cloth 91x91 Colour,4W2TZBO80323Y54O,8/8/2018,Rath and Sons,$7.92,$11.10
70,Blackberries,R1KUK37LLJ7KCBN6,8/8/2018,"Roob, Beahan and Gerhold",$8.42,$14.45
64,Bread - Bistro White,67I8A8BB27724I65,8/7/2018,Bergstrom LLC,$1.49,$12.27
10,Chickensplit Half,72I1799K2I7C53WM,8/9/2018,Johnson Inc,$0.98,$12.73
